Player,season,Pos,GP,FOW,FOL,FaceoffRating
Buddy Robinson,19-20,RW,5,0.0,0.0,0
Eric Robinson,19-20,LW,50,4.0,7.0,0
Evan Rodrigues,19-20,C,45,121.0,136.0,6
Kevin Rooney,19-20,C,49,175.0,197.0,7
Calle Rosén,19-20,D,12,0.0,0.0,0
Jack Roslovic,19-20,C,71,70.0,78.0,5
Antoine Roussel,19-20,LW,41,6.0,6.0,0
Carter Rowney,19-20,RW,71,47.0,56.0,5
Matt Roy,19-20,D,70,0.0,0.0,0
Nicolas Roy,19-20,C,28,93.0,100.0,9
German Rubtsov,19-20,C,4,6.0,8.0,1
Chad Ruhwedel,19-20,D,41,0.0,0.0,0
Kris Russell,19-20,D,55,0.0,0.0,0
Patrick Russell,19-20,RW,45,2.0,2.0,0
Bryan Rust,19-20,RW,55,2.0,8.0,0
Jan Rutta,19-20,D,33,0.0,0.0,0
Bobby Ryan,19-20,LW,24,3.0,2.0,0
Derek Ryan,19-20,C,68,383.0,349.0,18
Joakim Ryan,19-20,D,35,0.0,0.0,0
Brandon Saad,19-20,LW,58,23.0,35.0,5
Aleksi Saarela,19-20,C,9,7.0,11.0,0
Scott Sabourin,19-20,F,35,0.0,1.0,0
Miikka Salomäki,19-20,RW,5,0.0,0.0,0
Rasmus Sandin,19-20,D,28,0.0,0.0,0
Zach Sanford,19-20,LW,58,1.0,8.0,0
Travis Sanheim,19-20,D,69,0.0,0.0,0
Steven Santini,19-20,D,2,0.0,0.0,0
Ashton Sautner,19-20,D,1,0.0,0.0,0
David Savard,19-20,D,68,0.0,0.0,0
Luca Sbisa,19-20,D,44,0.0,0.0,0
Marco Scandella,19-20,D,62,0.0,0.0,0
Colton Sceviour,19-20,C,69,65.0,82.0,5
Tim Schaller,19-20,LW,53,7.0,11.0,0
Mark Scheifele,19-20,C,71,605.0,685.0,9
Brayden Schenn,19-20,C,71,350.0,364.0,12
Luke Schenn,19-20,D,25,0.0,0.0,0
Nick Schmaltz,19-20,C,70,160.0,216.0,5
Nate Schmidt,19-20,D,59,0.0,0.0,0
Justin Schultz,19-20,D,46,0.0,0.0,0
Jaden Schwartz,19-20,C,71,9.0,11.0,0
Brent Seabrook,19-20,D,32,0.0,0.0,0
Nick Seeler,19-20,D,12,0.0,0.0,0
Tyler Seguin,19-20,C,69,538.0,387.0,26
Andrej Sekera,19-20,D,57,0.0,0.0,0
Brett Seney,19-20,LW,2,0.0,2.0,0
Zachary Senyshyn,19-20,RW,4,1.0,0.0,0
Mikhail Sergachev,19-20,D,70,0.0,0.0,0
Damon Severson,19-20,D,69,0.0,0.0,0
Michael Sgarbossa,19-20,C,2,3.0,3.0,4
Kevin Shattenkirk,19-20,D,70,0.0,0.0,0
Andrew Shaw,19-20,C,26,42.0,51.0,5
Logan Shaw,19-20,RW,35,11.0,9.0,0
Riley Sheahan,19-20,C,66,409.0,425.0,12
Conor Sheary,19-20,LW,63,1.0,3.0,0
Kiefer Sherwood,19-20,RW,10,3.0,1.0,0
Kole Sherwood,19-20,RW,3,0.0,1.0,0
Devin Shore,19-20,C,45,47.0,53.0,5
Nick Shore,19-20,C,63,211.0,170.0,16
Jonas Siegenthaler,19-20,D,64,0.0,0.0,0
Dylan Sikura,19-20,C,9,0.0,3.0,0
Jakob Silfverberg,19-20,LW,66,8.0,33.0,0
Radim Šimek,19-20,D,48,0.0,0.0,0
Wayne Simmonds,19-20,RW,68,29.0,45.0,5
Dominik Simon,19-20,C,64,15.0,27.0,0
Colton Sissons,19-20,C,57,283.0,269.0,15
Jeff Skinner,19-20,LW,59,32.0,54.0,5
Brady Skjei,19-20,D,67,0.0,0.0,0
Jaccob Slavin,19-20,D,68,0.0,0.0,0
Brendan Smith,19-20,D,62,1.0,0.0,-1
Craig Smith,19-20,C,69,14.0,15.0,0
Dalton Smith,19-20,LW,1,0.0,0.0,0
Gemel Smith,19-20,C,3,13.0,7.0,22
Givani Smith,19-20,RW,21,0.0,0.0,0
Reilly Smith,19-20,RW,71,3.0,9.0,0
Zack Smith,19-20,C,50,88.0,102.0,5
Vladimír Sobotka,19-20,C,16,39.0,31.0,12
Carl Söderberg,19-20,C,70,245.0,296.0,5
Marcus Sorensen,19-20,RW,66,3.0,17.0,0
Carson Soucy,19-20,D,55,0.0,0.0,0
Jason Spezza,19-20,C,58,215.0,183.0,16
Daniel Sprong,19-20,RW,8,0.0,0.0,0
Jared Spurgeon,19-20,D,62,0.0,1.0,0
Eric Staal,19-20,C,66,495.0,504.0,14
Jordan Staal,19-20,C,68,699.0,585.0,22
Marc Staal,19-20,D,52,0.0,0.0,0
Steven Stamkos,19-20,C,57,365.0,307.0,21
Paul Stastny,19-20,C,71,624.0,515.0,22
Troy Stecher,19-20,D,69,0.0,0.0,0
Sam Steel,19-20,C,65,369.0,365.0,14
Alexander Steen,19-20,C,55,8.0,7.0,0
Kevin Stenlund,19-20,C,32,52.0,77.0,5
Derek Stepan,19-20,C,70,569.0,628.0,10
Mitchell Stephens,19-20,C,38,187.0,169.0,17
Chandler Stephenson,19-20,C,65,233.0,281.0,6
Chris Stewart,19-20,RW,16,0.0,0.0,0
Riley Stillman,19-20,D,34,0.0,0.0,0
Mark Stone,19-20,RW,65,16.0,30.0,0
Michael Stone,19-20,D,33,0.0,0.0,0
Anton Strålman,19-20,D,69,0.0,0.0,0
Ben Street,19-20,C,3,5.0,6.0,3
Dylan Strome,19-20,C,58,277.0,304.0,9
Ryan Strome,19-20,C,70,496.0,548.0,10
Jack Studnicka,19-20,C,2,9.0,6.0,22
Nico Sturm,19-20,C,6,26.0,23.0,17
P.K. Subban,19-20,D,68,0.0,0.0,0
C.J. Suess,19-20,LW,1,1.0,3.0,0
Oskar Sundqvist,19-20,C,57,105.0,132.0,5
Antti Suomela,19-20,C,20,51.0,42.0,12
Ryan Suter,19-20,D,69,0.0,0.0,0
Brandon Sutter,19-20,C,44,185.0,193.0,11
Nick Suzuki,19-20,C,71,305.0,354.0,7
Andrei Svechnikov,19-20,RW,68,0.0,1.0,0
Evgeny Svechnikov,19-20,LW,4,0.0,0.0,0
Jordan Szwarz,19-20,RW,3,4.0,5.0,1
Brandon Tanev,19-20,LW,68,6.0,9.0,0
Chris Tanev,19-20,D,69,0.0,0.0,0
Vladimir Tarasenko,19-20,RW,10,0.0,0.0,0
Tomáš Tatar,19-20,C,68,9.0,16.0,0
John Tavares,19-20,C,63,617.0,499.0,23
Matt Tennyson,19-20,D,20,0.0,0.0,0
Teuvo Teräväinen,19-20,F,68,26.0,27.0,5
Troy Terry,19-20,C,47,3.0,5.0,0
Alexandre Texier,19-20,C,36,22.0,41.0,5
Shea Theodore,19-20,D,71,0.0,0.0,0
Robert Thomas,19-20,C,66,136.0,181.0,5
Nate Thompson,19-20,C,70,433.0,354.0,22
Tage Thompson,19-20,C,1,0.0,0.0,0
Joe Thornton,19-20,C,70,323.0,331.0,12
Calvin Thurkauf,19-20,C,3,2.0,0.0,0
Chris Tierney,19-20,C,71,521.0,497.0,16
Dmytro Timashov,19-20,LW,44,0.0,0.0,0
Conor Timmins,19-20,D,2,0.0,0.0,0
Jarred Tinordi,19-20,D,28,0.0,0.0,0
Brady Tkachuk,19-20,LW,71,144.0,168.0,5
Matthew Tkachuk,19-20,LW,69,0.0,4.0,0
Devon Toews,19-20,D,68,0.0,0.0,0
Jonathan Toews,19-20,C,70,856.0,638.0,25
Tyler Toffoli,19-20,C,68,4.0,10.0,0
Dominic Toninato,19-20,C,46,128.0,144.0,6
Yakov Trenin,19-20,C,21,3.0,1.0,0
Vincent Trocheck,19-20,C,62,434.0,398.0,18
Zach Trotman,19-20,D,8,0.0,0.0,0
Jacob Trouba,19-20,D,70,0.0,0.0,0
Alexander True,19-20,F,12,32.0,37.0,5
Alex Tuch,19-20,RW,42,8.0,20.0,0
Kyle Turris,19-20,C,62,246.0,272.0,9
Carsen Twarynski,19-20,F,15,0.0,2.0,0
T.J. Tynan,19-20,C,16,3.0,15.0,0
Urho Vaakanainen,19-20,D,5,0.0,0.0,0
James van Riemsdyk,19-20,LW,66,8.0,15.0,0
Trevor van Riemsdyk,19-20,D,49,0.0,0.0,0
Sami Vatanen,19-20,D,47,0.0,0.0,0
Frank Vatrano,19-20,LW,69,12.0,28.0,0
Lukas Vejdemo,19-20,C,7,1.0,4.0,0
Carter Verhaeghe,19-20,C,52,14.0,17.0,0
Max Veronneau,19-20,RW,4,0.0,0.0,0
Jimmy Vesey,19-20,LW,64,0.0,5.0,0
Gabriel Vilardi,19-20,C,10,49.0,43.0,18
Jake Virtanen,19-20,RW,69,5.0,13.0,0
Marc-Édouard Vlasic,19-20,D,70,0.0,0.0,0
Alexander Volkov,19-20,RW,9,1.0,3.0,0
Jakub Voráček,19-20,RW,69,7.0,13.0,0
Mikhail Vorobyev,19-20,C,20,78.0,62.0,18
Jakub Vrána,19-20,LW,69,6.0,5.0,0
Austin Wagner,19-20,LW,65,3.0,6.0,0
Chris Wagner,19-20,C,67,115.0,134.0,5
Oliver Wahlstrom,19-20,RW,9,0.0,3.0,0
Nathan Walker,19-20,C,5,1.0,0.0,0
Sean Walker,19-20,D,70,0.0,0.0,0
Lucas Wallmark,19-20,C,67,379.0,374.0,14
Jake Walman,19-20,D,1,0.0,0.0,0
Austin Watson,19-20,LW,53,6.0,6.0,0
Jordan Weal,19-20,C,49,96.0,97.0,6
Shea Weber,19-20,D,65,0.0,0.0,0
Yannick Weber,19-20,D,41,0.0,0.0,0
Anton Wedin,19-20,F,4,0.0,0.0,0
MacKenzie Weegar,19-20,D,45,0.0,0.0,0
Dale Weise,19-20,RW,23,0.0,0.0,0
Alexander Wennberg,19-20,C,57,309.0,364.0,7
Zach Werenski,19-20,D,63,0.0,0.0,0
Blake Wheeler,19-20,RW,71,325.0,327.0,13
Colin White,19-20,C,61,275.0,305.0,9
Colton White,19-20,D,6,0.0,0.0,0
Zach Whitecloud,19-20,D,16,0.0,0.0,0
Justin Williams,19-20,RW,20,3.0,7.0,0
Colin Wilson,19-20,C,9,3.0,4.0,0
Scott Wilson,19-20,C,6,0.0,0.0,0
Tom Wilson,19-20,RW,68,18.0,39.0,5
Luke Witkowski,19-20,D,12,0.0,0.0,0
Christian Wolanin,19-20,D,3,0.0,0.0,0
Miles Wood,19-20,LW,68,0.0,1.0,0
Kailer Yamamoto,19-20,RW,27,1.0,0.0,0
Keith Yandle,19-20,D,69,0.0,1.0,0
Alexander Yelesin,19-20,D,4,0.0,0.0,0
Danil Yurtaykin,19-20,F,4,0.0,0.0,0
Pavel Zacha,19-20,C,65,283.0,371.0,5
Filip Zadina,19-20,RW,28,1.0,0.0,0
Nikita Zadorov,19-20,D,64,0.0,0.0,0
Nikita Zaitsev,19-20,D,58,0.0,0.0,0
Travis Zajac,19-20,C,69,576.0,514.0,19
Mika Zibanejad,19-20,C,57,592.0,612.0,13
Mats Zuccarello,19-20,LW,65,9.0,5.0,0
Jason Zucker,19-20,LW,60,12.0,29.0,0
Valentin Zykov,19-20,LW,15,0.0,1.0,0
Vitaly Abramov,20-21,RW,2,0.0,0.0,0
Noel Acciari,20-21,C,41,272.0,247.0,18
Calen Addison,20-21,D,3,0.0,0.0,0
Kenny Agostino,20-21,LW,1,0.0,0.0,0
Andrew Agozzino,20-21,LW,3,16.0,16.0,14
Jack Ahcan,20-21,D,3,0.0,0.0,0
Sebastian Aho,20-21,F,56,365.0,327.0,19
Sebastian Aho,20-21,D,3,0.0,0.0,0
Frédéric Allard,20-21,D,1,0.0,0.0,0
Wade Allison,20-21,RW,14,0.0,1.0,0
Olle Alsing,20-21,D,4,0.0,0.0,0
Mark Alt,20-21,D,2,0.0,0.0,0
Michael Amadio,20-21,C,25,94.0,94.0,12
Joey Anderson,20-21,RW,1,0.0,1.0,0
Josh Anderson,20-21,RW,52,7.0,5.0,0
Michael Anderson,20-21,D,54,0.0,0.0,0
Jaret Anderson-Dolan,20-21,C,34,132.0,170.0,5
Lias Andersson,20-21,C,23,20.0,32.0,5
Rasmus Andersson,20-21,D,56,0.0,0.0,0
Andy Andreoff,20-21,LW,6,15.0,9.0,13
Anthony Angello,20-21,C,19,0.0,0.0,0
Artem Anisimov,20-21,C,19,36.0,52.0,5
Mason Appleton,20-21,C,56,7.0,6.0,0
Josh Archibald,20-21,RW,52,4.0,4.0,0
Joel Armia,20-21,RW,41,6.0,16.0,0
Viktor Arvidsson,20-21,LW,50,9.0,18.0,0
Rasmus Asplund,20-21,F,28,6.0,11.0,0
Zach Aston-Reese,20-21,C,45,7.0,11.0,0
Andreas Athanasiou,20-21,C,47,4.0,0.0,0
Cam Atkinson,20-21,RW,56,7.0,23.0,0
Nicolas Aubé-Kubel,20-21,RW,50,2.0,2.0,0
David Backes,20-21,C,15,81.0,79.0,15
Mikael Backlund,20-21,C,54,387.0,358.0,18
Nicklas Bäckström,20-21,C,55,353.0,378.0,11
Kevin Bahl,20-21,D,7,0.0,0.0,0
Josh Bailey,20-21,C,54,14.0,18.0,0
Justin Bailey,20-21,RW,3,0.0,0.0,0
Rūdolfs Balcers,20-21,LW,41,0.0,3.0,0
Alexander Barabanov,20-21,F,22,0.0,0.0,0
Ivan Barbashev,20-21,C,38,82.0,107.0,5
Aleksander Barkov,20-21,C,50,563.0,463.0,23
Alex Barré-Boulet,20-21,F,15,1.0,3.0,0
Tyson Barrie,20-21,D,56,0.0,0.0,0
Morgan Barron,20-21,C,5,9.0,9.0,6
Matt Bartkowski,20-21,D,1,0.0,0.0,0
Mathew Barzal,20-21,C,55,152.0,198.0,5
Nathan Bastian,20-21,RW,41,12.0,21.0,0
Drake Batherson,20-21,C,56,5.0,8.0,0
Gavin Bayreuther,20-21,D,9,0.0,0.0,0
Jay Beagle,20-21,RW,30,173.0,135.0,23
Jake Bean,20-21,D,42,0.0,0.0,0
Ethan Bear,20-21,D,43,0.0,0.0,0
Nicolas Beaudin,20-21,D,19,0.0,0.0,0
Nathan Beaulieu,20-21,D,25,0.0,0.0,0
Anthony Beauvillier,20-21,LW,47,2.0,5.0,0
Pierre-Édouard Bellemare,20-21,LW,53,260.0,168.0,23
Kieffer Bellows,20-21,LW,14,2.0,2.0,0
Louis Belpedio,20-21,D,1,0.0,0.0,0
Alex Belzile,20-21,F,2,4.0,1.0,7
Emil Bemström,20-21,C,20,0.0,0.0,0
Jamie Benn,20-21,LW,52,268.0,210.0,22
Jordie Benn,20-21,D,39,0.0,0.0,0
Sam Bennett,20-21,C,48,124.0,137.0,6
Matt Benning,20-21,D,53,0.0,0.0,0
Simon Benoit,20-21,D,6,0.0,0.0,0
Patrice Bergeron,20-21,C,54,714.0,433.0,28
Lean Bergmann,20-21,F,1,0.0,0.0,0
Jacob Bernard-Docker,20-21,D,5,0.0,0.0,0
Tyler Bertuzzi,20-21,LW,9,1.0,1.0,0
Alex Biega,20-21,D,13,0.0,0.0,0
Clark Bishop,20-21,C,13,36.0,35.0,10
Anthony Bitetto,20-21,D,14,0.0,0.0,0
Anders Bjork,20-21,LW,45,0.0,1.0,0
Oliver Bjorkstrand,20-21,RW,56,3.0,4.0,0
Tobias Björnfot,20-21,D,33,0.0,0.0,0
Nick Bjugstad,20-21,C,44,125.0,145.0,6
Colin Blackwell,20-21,C,47,30.0,32.0,5
Sammy Blais,20-21,LW,36,3.0,1.0,0
Joachim Blichfeld,20-21,W,5,0.0,0.0,0
Anton Blidh,20-21,LW,10,0.0,2.0,0
Teddy Blueger,20-21,C,43,201.0,212.0,11
Brock Boeser,20-21,RW,56,8.0,14.0,0
Zach Bogosian,20-21,D,45,0.0,0.0,0
Nick Bonino,20-21,C,55,365.0,326.0,19
Adam Boqvist,20-21,D,35,0.0,0.0,0
Jesper Boqvist,20-21,C,28,28.0,45.0,5
William Borgen,20-21,D,10,0.0,0.0,0
Andreas Borgman,20-21,D,7,0.0,0.0,0
Mark Borowiecki,20-21,D,22,0.0,0.0,0
Robert Bortuzzo,20-21,D,40,0.0,0.0,0
Evan Bouchard,20-21,D,14,0.0,0.0,0
Madison Bowey,20-21,D,2,0.0,0.0,0
Travis Boyd,20-21,C,39,75.0,85.0,5
Tyler Bozak,20-21,C,31,217.0,165.0,24
Erik Brännström,20-21,D,30,0.0,0.0,0
Derick Brassard,20-21,C,53,229.0,206.0,16
Jesper Bratt,20-21,W,46,3.0,6.0,0
Justin Braun,20-21,D,53,0.0,0.0,0
Guillaume Brisebois,20-21,D,1,0.0,0.0,0
T.J. Brodie,20-21,D,56,0.0,0.0,0
Jonas Brodin,20-21,D,53,0.0,0.0,0
Jonny Brodzinski,20-21,C,5,0.0,1.0,0
Mathias Bromé,20-21,F,26,1.0,2.0,0
Adam Brooks,20-21,C,11,7.0,10.0,0
Connor Brown,20-21,RW,56,12.0,15.0,0
Dustin Brown,20-21,RW,49,2.0,2.0,0
Josh Brown,20-21,D,26,0.0,0.0,0
Logan Brown,20-21,C,1,0.0,4.0,0
Patrick Brown,20-21,C,4,16.0,7.0,19
Jacob Bryson,20-21,D,38,0.0,0.0,0
Pavel Buchnevich,20-21,LW,54,4.0,14.0,0
Connor Bunnaman,20-21,F,18,56.0,48.0,14
Michael Bunting,20-21,LW,21,7.0,5.0,0
André Burakovsky,20-21,LW,53,2.0,2.0,0
Brent Burns,20-21,D,56,0.0,0.0,0
Kyle Burroughs,20-21,D,5,0.0,0.0,0
Will Butcher,20-21,D,23,0.0,0.0,0
Quinton Byfield,20-21,C,6,26.0,40.0,5
Bowen Byram,20-21,D,19,0.0,0.0,0
Paul Byron,20-21,LW,46,11.0,15.0,0
Nicholas Caamano,20-21,RW,24,1.0,0.0,0
Drake Caggiula,20-21,LW,38,5.0,8.0,0
Matt Calvert,20-21,LW,18,0.0,1.0,0
Kyle Capobianco,20-21,D,2,0.0,0.0,0
Brandon Carlo,20-21,D,27,0.0,0.0,0
John Carlson,20-21,D,52,0.0,0.0,0
Gabriel Carlsson,20-21,D,14,0.0,0.0,0
Lucas Carlsson,20-21,D,12,0.0,0.0,0
Ryan Carpenter,20-21,C,40,61.0,65.0,5
Daniel Carr,20-21,LW,6,0.0,0.0,0
Connor Carrick,20-21,D,11,0.0,0.0,0
Sam Carrick,20-21,C,13,33.0,30.0,10
Alexandre Carrier,20-21,D,19,0.0,0.0,0
William Carrier,20-21,LW,52,3.0,5.0,0
Jeff Carter,20-21,C,54,153.0,161.0,8
Jackson Cates,20-21,C,4,13.0,11.0,15
Cole Caufield,20-21,RW,10,0.0,0.0,0
Cody Ceci,20-21,D,53,0.0,0.0,0
Erik Černák,20-21,D,46,0.0,0.0,0
Thomas Chabot,20-21,D,49,0.0,0.0,0
Michael Chaput,20-21,C,13,35.0,34.0,10
Zdeno Chára,20-21,D,55,0.0,0.0,0
Jalen Chatfield,20-21,D,18,0.0,0.0,0
Ivan Chekhovich,20-21,LW,4,0.0,0.0,0
Ben Chiarot,20-21,D,41,0.0,0.0,0
Alex Chiasson,20-21,RW,45,2.0,3.0,0
Filip Chlapík,20-21,C,1,0.0,0.0,0
Sasha Chmelevski,20-21,C,5,4.0,8.0,0
Dennis Cholowski,20-21,D,16,0.0,0.0,0
Jakob Chychrun,20-21,D,56,0.0,0.0,0
Filip Chytil,20-21,C,42,130.0,174.0,5
Anthony Cirelli,20-21,C,50,227.0,235.0,12
Casey Cizikas,20-21,C,56,340.0,299.0,19
Fredrik Claesson,20-21,D,6,0.0,0.0,0
Kale Clague,20-21,D,18,0.0,0.0,0
Kyle Clifford,20-21,LW,50,6.0,6.0,0
Connor Clifton,20-21,D,44,0.0,0.0,0
Cal Clutterbuck,20-21,RW,50,0.0,1.0,0
Braydon Coburn,20-21,D,19,0.0,0.0,0
Dylan Coghlan,20-21,D,29,0.0,1.0,0
Andrew Cogliano,20-21,LW,54,4.0,11.0,0
Ian Cole,20-21,D,54,0.0,0.0,0
Blake Coleman,20-21,C,55,2.0,7.0,0
Ross Colton,20-21,C,30,101.0,107.0,9
Blake Comeau,20-21,RW,51,53.0,57.0,5
J.T. Compher,20-21,LW,48,216.0,255.0,7
Max Comtois,20-21,LW,55,12.0,22.0,0
Kevin Connauton,20-21,D,7,0.0,0.0,0
Brett Connolly,20-21,RW,31,4.0,9.0,0
Kyle Connor,20-21,LW,56,6.0,4.0,0
Andrew Copp,20-21,C,55,123.0,109.0,9
Nick Cousins,20-21,C,52,19.0,17.0,0
Logan Couture,20-21,C,53,444.0,456.0,13
Sean Couturier,20-21,C,45,427.0,323.0,25
Charlie Coyle,20-21,C,51,245.0,262.0,11
Dylan Cozens,20-21,C,41,96.0,106.0,6
Joseph Cramarossa,20-21,C,4,0.0,0.0,0
Sidney Crosby,20-21,C,55,676.0,586.0,21
Lawson Crouse,20-21,LW,51,20.0,23.0,0
Josh Currie,20-21,RW,1,2.0,3.0,1
Austin Czarnik,20-21,C,4,7.0,5.0,8
Kevin Czuczman,20-21,D,2,0.0,0.0,0
Kirby Dach,20-21,C,18,77.0,114.0,5
Evgenii Dadonov,20-21,RW,55,0.0,1.0,0
Rasmus Dahlin,20-21,D,56,0.0,0.0,0
Michael Dal Colle,20-21,LW,26,1.0,3.0,0
Zac Dalpe,20-21,RW,12,18.0,22.0,2
Phillip Danault,20-21,C,53,476.0,431.0,19
Brandon Davidson,20-21,D,6,0.0,0.0,0
Jeremy Davies,20-21,D,16,0.0,0.0,0
Calvin de Haan,20-21,D,44,0.0,0.0,0
Jacob de La Rose,20-21,LW,13,34.0,39.0,5
Chase De Leo,20-21,C,1,4.0,8.0,0
Jean-Sébastien Dea,20-21,C,1,0.0,0.0,0
Tony DeAngelo,20-21,D,6,0.0,0.0,0
Alex DeBrincat,20-21,RW,52,16.0,24.0,0
Jake DeBrusk,20-21,LW,41,6.0,9.0,0
Danny DeKeyser,20-21,D,47,0.0,0.0,0
Michael Del Zotto,20-21,D,53,0.0,0.0,0
Ty Dellandrea,20-21,C,26,45.0,55.0,5
Dylan DeMelo,20-21,D,52,0.0,0.0,0
Jason Demers,20-21,D,41,0.0,0.0,0
Grigori Denisenko,20-21,LW,7,1.0,1.0,0
Travis Dermott,20-21,D,51,0.0,0.0,0
Nicolas Deslauriers,20-21,LW,49,1.0,3.0,0
Phillip Di Giuseppe,20-21,LW,31,3.0,4.0,0
Jason Dickinson,20-21,C,51,137.0,159.0,5
Brenden Dillon,20-21,D,56,0.0,0.0,0
Christian Djoos,20-21,D,36,0.0,0.0,0
Noah Dobson,20-21,D,46,0.0,0.0,0
Max Domi,20-21,LW,54,192.0,204.0,9
Ryan Donato,20-21,C,50,27.0,36.0,5
Joonas Donskoi,20-21,RW,51,13.0,18.0,0
Drew Doughty,20-21,D,56,0.0,0.0,0
Nic Dowd,20-21,C,56,432.0,336.0,24
Justin Dowling,20-21,C,27,43.0,43.0,5
Leon Draisaitl,20-21,C,56,574.0,457.0,24
Sheldon Dries,20-21,C,3,0.0,1.0,0
Jonathan Drouin,20-21,LW,44,21.0,24.0,0
Jamie Drysdale,20-21,D,24,0.0,0.0,0
Dillon Dubé,20-21,C,51,9.0,8.0,0
Pierre-Luc Dubois,20-21,LW,46,166.0,216.0,5
Matt Duchene,20-21,C,34,162.0,139.0,19
Anthony Duclair,20-21,LW,43,0.0,2.0,0
Mathew Dumba,20-21,D,51,0.0,0.0,0
Brian Dumoulin,20-21,D,41,0.0,0.0,0
Vince Dunn,20-21,D,43,0.0,0.0,0
Joshua Dunne,20-21,C,6,6.0,28.0,0
Christian Dvorak,20-21,C,56,553.0,509.0,18
Ryan Dzingel,20-21,C,40,3.0,9.0,0
Cody Eakin,20-21,C,46,271.0,228.0,21
Jordan Eberle,20-21,RW,55,3.0,4.0,0
Alexander Edler,20-21,D,52,0.0,0.0,0
Joel Edmundson,20-21,D,55,0.0,0.0,0
Nikolaj Ehlers,20-21,LW,47,1.0,0.0,-1
Jack Eichel,20-21,C,21,195.0,197.0,14
Aaron Ekblad,20-21,D,35,0.0,0.0,0
Mattias Ekholm,20-21,D,48,0.0,0.0,0
Oliver Ekman-Larsson,20-21,D,46,0.0,0.0,0
Lars Eller,20-21,C,44,332.0,327.0,15
Ryan Ellis,20-21,D,35,0.0,0.0,0
Pierre Engvall,20-21,LW,42,102.0,135.0,5
Tyler Ennis,20-21,C,30,6.0,3.0,0
Mackenzie Entwistle,20-21,RW,5,6.0,21.0,0
Loui Eriksson,20-21,LW,7,1.0,0.0,0
Joel Eriksson Ek,20-21,C,56,395.0,444.0,9
Adam Erne,20-21,LW,45,20.0,14.0,1
Jake Evans,20-21,C,47,203.0,202.0,13
Robby Fabbri,20-21,C,30,83.0,107.0,5
Dante Fabbro,20-21,D,40,0.0,0.0,0
Radek Faksa,20-21,C,55,424.0,336.0,23
Joel Farabee,20-21,LW,55,6.0,9.0,0
David Farrance,20-21,D,2,0.0,0.0,0
Hudson Fasching,20-21,RW,5,0.0,0.0,0
Jesper Fast,20-21,RW,46,13.0,25.0,0
Justin Faulk,20-21,D,56,0.0,0.0,0
Mario Ferraro,20-21,D,56,0.0,0.0,0
Kevin Fiala,20-21,LW,50,5.0,10.0,0
Valtteri Filppula,20-21,C,38,109.0,133.0,5
Christian Fischer,20-21,RW,52,12.0,12.0,0
Haydn Fleury,20-21,D,47,0.0,0.0,0
Warren Foegele,20-21,LW,53,18.0,17.0,0
Steven Fogarty,20-21,C,9,7.0,5.0,2
Marcus Foligno,20-21,LW,39,2.0,9.0,0
Nick Foligno,20-21,LW,49,117.0,144.0,5
Callan Foote,20-21,D,35,0.0,0.0,0
Nolan Foote,20-21,LW,6,0.0,2.0,0
Derek Forbort,20-21,D,56,0.0,0.0,0
Alex Formenton,20-21,LW,20,1.0,4.0,0
Filip Forsberg,20-21,C,39,3.0,5.0,0
Gustav Forsling,20-21,D,43,0.0,0.0,0
Liam Foudy,20-21,C,24,2.0,8.0,0
Cam Fowler,20-21,D,56,0.0,0.0,0
Adam Fox,20-21,D,55,0.0,1.0,0
Trent Frederic,20-21,C,42,37.0,33.0,5
Mark Friedman,20-21,D,9,0.0,1.0,0
Martin Frk,20-21,RW,1,0.0,0.0,0
Byron Froese,20-21,C,6,12.0,19.0,1
Michael Frolík,20-21,LW,8,6.0,4.0,2
Morgan Frost,20-21,C,2,10.0,10.0,13
Kurtis Gabriel,20-21,RW,11,0.0,0.0,0
Jonah Gadjovich,20-21,LW,1,0.0,0.0,0
Sam Gagner,20-21,C,42,83.0,97.0,5
Alex Galchenyuk,20-21,C,34,3.0,3.0,0
Brendan Gallagher,20-21,RW,35,23.0,19.0,2
Dylan Gambrell,20-21,C,49,279.0,358.0,5
Jake Gardiner,20-21,D,26,0.0,0.0,0
Rhett Gardner,20-21,C,28,43.0,57.0,5
Conor Garland,20-21,RW,49,7.0,14.0,0
Adam Gaudette,20-21,C,40,53.0,71.0,5
Frédérick Gaudreau,20-21,C,19,87.0,75.0,18
Johnny Gaudreau,20-21,LW,56,0.0,1.0,0
Frederik Gauthier,20-21,C,2,6.0,10.0,1
Julien Gauthier,20-21,RW,30,4.0,4.0,0
Vladislav Gavrikov,20-21,D,55,0.0,0.0,0
Glenn Gawdin,20-21,C,7,19.0,16.0,13
Morgan Geekie,20-21,C,36,74.0,67.0,8
Nathan Gerbe,20-21,C,9,7.0,6.0,2
Timothy Gettinger,20-21,LW,2,1.0,0.0,0
Ryan Getzlaf,20-21,C,48,350.0,326.0,18
Dennis Gilbert,20-21,D,3,0.0,0.0,0
Mark Giordano,20-21,D,56,0.0,0.0,0
Samuel Girard,20-21,D,48,0.0,0.0,0
Claude Giroux,20-21,C,54,484.0,328.0,27
Cody Glass,20-21,C,27,110.0,149.0,5
Luke Glendening,20-21,C,54,523.0,336.0,27
Alex Goligoski,20-21,D,56,0.0,0.0,0
Barclay Goodrow,20-21,RW,55,162.0,162.0,10
Shayne Gostisbehere,20-21,D,41,0.0,0.0,0
